município,uf,população estimada
Alta Floresta D'Oeste,RO,22.853
Ariquemes,RO,108.573
Cabixi,RO,5.690
Cacoal,RO,97.637
Cerejeiras,RO,16.975
Colorado do Oeste,RO,16.588
Corumbiara,RO,8.001
Costa Marques,RO,13.522
Espigão D'Oeste,RO,32.717
Guajará-Mirim,RO,43.553
Jaru,RO,55.583
Ji-Paraná,RO,139.359
Machadinho D'Oeste,RO,34.063
Nova Brasilândia D'Oeste,RO,16.504
Ouro Preto do Oeste,RO,38.681
Pimenta Bueno,RO,39.053
Porto Velho,RO,514.873
Presidente Médici,RO,20.518
Rio Crespo,RO,3.753
Rolim de Moura,RO,62.559
Santa Luzia D'Oeste,RO,7.877
Vilhena,RO,108.528
São Miguel do Guaporé,RO,22.267
Nova Mamoré,RO,28.496
Alvorada D'Oeste,RO,13.837
Alto Alegre dos Parecis,RO,12.263
Alto Paraíso,RO,17.463
Buritis,RO,30.729
Novo Horizonte do Oeste,RO,8.056
Cacaulândia,RO,4.345
Campo Novo de Rondônia,RO,9.225
Candeias do Jamari,RO,24.163
Castanheiras,RO,3.456
Chupinguaia,RO,10.129
Cujubim,RO,15.883
Governador Jorge Teixeira,RO,8.420
Itapuã do Oeste,RO,9.209
Ministro Andreazza,RO,6.657
Mirante da Serra,RO,9.740
Monte Negro,RO,12.241
Nova União,RO,6.577
Parecis,RO,4.390
Pimenteiras do Oeste,RO,2.311
Primavera de Rondônia,RO,3.279
São Felipe D'Oeste,RO,5.605
São Francisco do Guaporé,RO,17.511
Seringueiras,RO,12.954
Teixeirópolis,RO,4.536
Theobroma,RO,8.540
Urupá,RO,11.377
Vale do Anari,RO,8.265
Vale do Paraíso,RO,6.843
Acrelândia,AC,14.657
Assis Brasil,AC,8.573
Brasiléia,AC,27.841
Bujari,AC,13.766
Capixaba,AC,10.922
Cruzeiro do Sul,AC,98.382
Epitaciolândia,AC,19.739
Feijó,AC,37.644
Jordão,AC,9.787
Mâncio Lima,AC,20.329
Manoel Urbano,AC,12.776
Marechal Thaumaturgo,AC,17.951
Plácido de Castro,AC,17.127
Porto Walter,AC,11.275
Rio Branco,AC,387.852
Rodrigues Alves,AC,15.537
Santa Rosa do Purus,AC,7.143
Senador Guiomard,AC,22.352
Sena Madureira,AC,43.916
Tarauacá,AC,46.517
Xapuri,AC,19.090
Porto Acre,AC,17.455
Alvarães,AM,16.670
Amaturá,AM,11.411
Anamã,AM,10.318
Anori,AM,17.932
Apuí,AM,21.735
Atalaia do Norte,AM,15.892
Autazes,AM,45.328
Barcelos,AM,18.626
Barreirinha,AM,33.436
Benjamin Constant,AM,40.509
Beruri,AM,22.136
Boa Vista do Ramos,AM,25.769
Boca do Acre,AM,38.246
Borba,AM,34.879
Caapiranga,AM,14.310
Canutama,AM,17.885
Carauari,AM,30.892
Careiro,AM,32.442
Careiro da Várzea,AM,19.809
Coari,AM,73.820
Codajás,AM,24.451
Eirunepé,AM,35.534
Envira,AM,17.920
Fonte Boa,AM,27.875
Guajará,AM,14.332
Humaitá,AM,62.312
Ipixuna,AM,25.458
Iranduba,AM,67.114
Itacoatiara,AM,112.520
Itamarati,AM,11.730
Itapiranga,AM,10.805
Japurá,AM,9.397
Juruá,AM,11.152
Jutaí,AM,27.656
Lábrea,AM,48.927
Manacapuru,AM,110.691
Manaquiri,AM,17.009
Manaus,AM,2.279.686
Manicoré,AM,57.758
Maraã,AM,15.843
Maués,AM,65.714
Nhamundá,AM,21.106
Nova Olinda do Norte,AM,28.267
Novo Airão,AM,16.467
Novo Aripuanã,AM,24.987
Parintins,AM,101.956
Pauini,AM,20.232
Presidente Figueiredo,AM,33.004
Rio Preto da Eva,AM,25.723
Santa Isabel do Rio Negro,AM,14.176
Santo Antônio do Içá,AM,30.448
São Gabriel da Cachoeira,AM,56.406
São Paulo de Olivença,AM,35.196
São Sebastião do Uatumã,AM,12.247
Silves,AM,12.404
Tabatinga,AM,72.283
Tapauá,AM,20.501
Tefé,AM,79.278
Tonantins,AM,20.224
Uarini,AM,15.278
Urucará,AM,19.505
Urucurituba,AM,25.592
Amajari,RR,15.583
Alto Alegre,RR,23.049
Boa Vista,RR,470.169
Bonfim,RR,15.222
Cantá,RR,20.552
Caracaraí,RR,22.443
Caroebe,RR,11.708
Iracema,RR,10.778
Mucajaí,RR,19.619
Normandia,RR,15.744
Pacaraima,RR,22.104
Rorainópolis,RR,36.747
São João da Baliza,RR,9.727
São Luiz,RR,7.777
Uiramutã,RR,15.571
Abaetetuba,PA,170.999
Abel Figueiredo,PA,6.302
Acará,PA,62.701
Afuá,PA,40.246
Água Azul do Norte,PA,17.960
Alenquer,PA,74.836
Almeirim,PA,36.334
Altamira,PA,136.982
Anajás,PA,30.003
Ananindeua,PA,507.838
Anapu,PA,34.947
Augusto Corrêa,PA,47.596
Aurora do Pará,PA,24.321
Aveiro,PA,19.223
Bagre,PA,34.633
Baião,PA,55.949
Bannach,PA,4.252
Barcarena,PA,137.331
Belém,PA,1.398.531
Belterra,PA,18.954
Benevides,PA,68.191
Bom Jesus do Tocantins,PA,18.958
Bonito,PA,12.998
Bragança,PA,131.679
Brasil Novo,PA,26.606
Brejo Grande do Araguaia,PA,6.985
Breu Branco,PA,47.351
Breves,PA,115.051
Bujaru,PA,25.112
Cachoeira do Piriá,PA,19.578
Cachoeira do Arari,PA,25.243
Cametá,PA,143.837
Canaã dos Carajás,PA,86.629
Capanema,PA,74.808
Capitão Poço,PA,59.960
Castanhal,PA,207.603
Chaves,PA,21.487
Colares,PA,13.526
Conceição do Araguaia,PA,47.099
Concórdia do Pará,PA,28.287
Cumaru do Norte,PA,14.937
Curionópolis,PA,20.859
Curralinho,PA,36.451
Curuá,PA,14.834
Curuçá,PA,44.413
Dom Eliseu,PA,62.322
Eldorado do Carajás,PA,29.425
Faro,PA,9.125
Floresta do Araguaia,PA,18.565
Garrafão do Norte,PA,25.552
Goianésia do Pará,PA,27.059
Gurupá,PA,33.922
Igarapé-Açu,PA,37.855
Igarapé-Miri,PA,68.955
Inhangapi,PA,10.754
Ipixuna do Pará,PA,30.158
Irituia,PA,32.698
Itaituba,PA,133.684
Itupiranga,PA,52.187
Jacareacanga,PA,26.006
Jacundá,PA,38.391
Juruti,PA,53.952
Limoeiro do Ajuru,PA,31.778
Mãe do Rio,PA,37.048
Magalhães Barata,PA,8.428
Marabá,PA,288.513
Maracanã,PA,27.207
Marapanim,PA,28.105
Marituba,PA,118.998
Medicilândia,PA,28.633
Melgaço,PA,29.846
Mocajuba,PA,28.821
Moju,PA,90.795
Mojuí dos Campos,PA,25.312
Monte Alegre,PA,63.641
Muaná,PA,48.955
Nova Esperança do Piriá,PA,21.259
Nova Ipixuna,PA,14.417
Nova Timboteua,PA,13.204
Novo Progresso,PA,36.518
Novo Repartimento,PA,63.754
Óbidos,PA,55.271
Oeiras do Pará,PA,36.377
Oriximiná,PA,72.460
Ourém,PA,18.675
Ourilândia do Norte,PA,34.905
Pacajá,PA,43.594
Palestina do Pará,PA,7.086
Paragominas,PA,112.843
Parauapebas,PA,298.854
Pau D'Arco,PA,7.296
Peixe-Boi,PA,8.651
Piçarra,PA,13.341
Placas,PA,18.772
Ponta de Pedras,PA,25.767
Portel,PA,66.898
Porto de Moz,PA,43.673
Prainha,PA,38.318
Primavera,PA,11.332
Quatipuru,PA,11.870
Redenção,PA,91.947
Rio Maria,PA,19.129
Rondon do Pará,PA,56.593
Rurópolis,PA,37.360
Salinópolis,PA,48.168
Salvaterra,PA,25.441
Santa Bárbara do Pará,PA,22.288
Santa Cruz do Arari,PA,7.654
Santa Izabel do Pará,PA,78.317
Santa Luzia do Pará,PA,21.217
Santa Maria das Barreiras,PA,17.079
Santa Maria do Pará,PA,25.696
Santana do Araguaia,PA,31.683
Santarém,PA,357.311
Santarém Novo,PA,6.348
Santo Antônio do Tauá,PA,29.134
São Caetano de Odivelas,PA,17.248
São Domingos do Araguaia,PA,21.638
São Domingos do Capim,PA,32.449
São Félix do Xingu,PA,65.957
São Francisco do Pará,PA,15.418
São Geraldo do Araguaia,PA,24.978
São João da Ponta,PA,4.509
São João de Pirabas,PA,21.447
São João do Araguaia,PA,14.246
São Miguel do Guamá,PA,55.798
São Sebastião da Boa Vista,PA,27.441
Sapucaia,PA,6.160
Senador José Porfírio,PA,24.441
Soure,PA,25.218
Tailândia,PA,75.526
Terra Alta,PA,10.815
Terra Santa,PA,19.667
Tomé-Açu,PA,72.326
Tracuateua,PA,30.373
Trairão,PA,15.619
Tucumã,PA,42.480
Tucuruí,PA,96.238
Ulianópolis,PA,39.576
Uruará,PA,45.939
Vigia,PA,53.806
Viseu,PA,61.970
Vitória do Xingu,PA,16.414
Xinguara,PA,56.999
Serra do Navio,AP,4.986
Amapá,AP,8.434
Pedra Branca do Amapari,AP,13.798
Calçoene,AP,11.391
Cutias,AP,4.725
Ferreira Gomes,AP,7.145
Itaubal,AP,6.043
Laranjal do Jari,AP,37.969
Macapá,AP,487.200
Mazagão,AP,23.575
Oiapoque,AP,30.481
Porto Grande,AP,18.988
Pracuúba,AP,4.042
Santana,AP,118.353
Tartarugalzinho,AP,13.785
Vitória do Jari,AP,11.922
Abreulândia,TO,2.668
Aguiarnópolis,TO,4.537
Aliança do Tocantins,TO,5.222
Almas,TO,6.542
Alvorada,TO,9.094
Ananás,TO,10.662
Angico,TO,2.918
Aparecida do Rio Negro,TO,5.067
Aragominas,TO,5.360
Araguacema,TO,6.039
Araguaçu,TO,8.273
Araguaína,TO,181.493
Araguanã,TO,4.338
Araguatins,TO,33.205
Arapoema,TO,5.553
Arraias,TO,10.522
Augustinópolis,TO,18.128
Aurora do Tocantins,TO,3.420
Axixá do Tocantins,TO,10.663
Babaçulândia,TO,7.779
Bandeirantes do Tocantins,TO,3.534
Barra do Ouro,TO,4.641
Barrolândia,TO,4.915
Bernardo Sayão,TO,4.316
Bom Jesus do Tocantins,TO,4.181
Brasilândia do Tocantins,TO,2.016
Brejinho de Nazaré,TO,4.796
Buriti do Tocantins,TO,10.654
Cachoeirinha,TO,1.991
Campos Lindos,TO,8.951
Cariri do Tocantins,TO,4.147
Carmolândia,TO,2.246
Carrasco Bonito,TO,3.362
Caseara,TO,5.009
Centenário,TO,2.135
Chapada de Areia,TO,1.563
Chapada da Natividade,TO,3.182
Colinas do Tocantins,TO,35.957
Combinado,TO,4.896
Conceição do Tocantins,TO,3.956
Couto Magalhães,TO,5.515
Cristalândia,TO,6.437
Crixás do Tocantins,TO,1.499
Darcinópolis,TO,6.054
Dianópolis,TO,18.031
Divinópolis do Tocantins,TO,7.297
Dois Irmãos do Tocantins,TO,6.395
Dueré,TO,4.321
Esperantina,TO,7.493
Fátima,TO,3.520
Figueirópolis,TO,5.336
Filadélfia,TO,7.823
Formoso do Araguaia,TO,19.428
Tabocão,TO,3.676
Goianorte,TO,4.840
Goiatins,TO,12.816
Guaraí,TO,25.681
Gurupi,TO,89.574
Ipueiras,TO,1.627
Itacajá,TO,6.969
Itaguatins,TO,5.206
Itapiratins,TO,3.679
Itaporã do Tocantins,TO,2.464
Jaú do Tocantins,TO,3.403
Juarina,TO,2.305
Lagoa da Confusão,TO,16.312
Lagoa do Tocantins,TO,3.610
Lajeado,TO,3.520
Lavandeira,TO,1.673
Lizarda,TO,2.991
Luzinópolis,TO,2.803
Marianópolis do Tocantins,TO,4.772
Mateiros,TO,2.888
Maurilândia do Tocantins,TO,3.171
Miracema do Tocantins,TO,18.787
Miranorte,TO,13.056
Monte do Carmo,TO,5.722
Monte Santo do Tocantins,TO,2.500
Palmeiras do Tocantins,TO,4.897
Muricilândia,TO,3.485
Natividade,TO,8.961
Nazaré,TO,4.660
Nova Olinda,TO,10.609
Nova Rosalândia,TO,3.403
Novo Acordo,TO,4.102
Novo Alegre,TO,1.841
Novo Jardim,TO,2.263
Oliveira de Fátima,TO,1.211
Palmeirante,TO,4.909
Palmeirópolis,TO,7.119
Paraíso do Tocantins,TO,55.164
Paranã,TO,10.854
Pau D'Arco,TO,4.085
Pedro Afonso,TO,14.731
Peixe,TO,9.438
Pequizeiro,TO,5.038
Colméia,TO,9.158
Pindorama do Tocantins,TO,4.596
Piraquê,TO,2.265
Pium,TO,7.375
Ponte Alta do Bom Jesus,TO,4.295
Ponte Alta do Tocantins,TO,7.842
Porto Alegre do Tocantins,TO,2.953
Porto Nacional,TO,68.555
Praia Norte,TO,9.460
Presidente Kennedy,TO,3.051
Pugmil,TO,2.231
Recursolândia,TO,3.471
Riachinho,TO,4.039
Rio da Conceição,TO,1.822
Rio dos Bois,TO,2.833
Rio Sono,TO,4.798
Sampaio,TO,4.372
Sandolândia,TO,3.873
Santa Fé do Araguaia,TO,7.489
Santa Maria do Tocantins,TO,2.726
Santa Rita do Tocantins,TO,2.291
Santa Rosa do Tocantins,TO,4.789
Santa Tereza do Tocantins,TO,2.889
Santa Terezinha do Tocantins,TO,2.463
São Bento do Tocantins,TO,5.936
São Félix do Tocantins,TO,1.875
São Miguel do Tocantins,TO,13.939
São Salvador do Tocantins,TO,2.385
São Sebastião do Tocantins,TO,4.189
São Valério,TO,4.547
Silvanópolis,TO,5.252
Sítio Novo do Tocantins,TO,11.334
Sucupira,TO,1.599
Taguatinga,TO,14.247
Taipas do Tocantins,TO,2.086
Talismã,TO,2.509
Palmas,TO,323.625
Tocantínia,TO,7.751
Tocantinópolis,TO,23.203
Tupirama,TO,2.003
Tupiratins,TO,1.897
Wanderlândia,TO,10.751
Xambioá,TO,10.683
Açailândia,MA,110.506
Afonso Cunha,MA,6.296
Água Doce do Maranhão,MA,12.446
Alcântara,MA,18.774
Aldeias Altas,MA,23.782
Altamira do Maranhão,MA,6.565
Alto Alegre do Maranhão,MA,24.543
Alto Alegre do Pindaré,MA,26.411
Alto Parnaíba,MA,11.382
Amapá do Maranhão,MA,7.364
Amarante do Maranhão,MA,38.333
Anajatuba,MA,26.221
Anapurus,MA,14.111
Apicum-Açu,MA,17.984
Araguanã,MA,11.347
Araioses,MA,40.278
Arame,MA,26.191
Arari,MA,30.521
Axixá,MA,12.079
Bacabal,MA,107.620
Bacabeira,MA,17.414
Bacuri,MA,16.610
Bacurituba,MA,5.374
Balsas,MA,106.094
Barão de Grajaú,MA,19.458
Barra do Corda,MA,87.672
Barreirinhas,MA,67.999
Belágua,MA,8.716
Bela Vista do Maranhão,MA,12.073
Benedito Leite,MA,5.597
Bequimão,MA,19.983
Bernardo do Mearim,MA,5.983
Boa Vista do Gurupi,MA,7.769
Bom Jardim,MA,34.035
Bom Jesus das Selvas,MA,29.588
Bom Lugar,MA,12.414
Brejo,MA,35.322
Brejo de Areia,MA,9.387
Buriti,MA,30.799
Buriti Bravo,MA,22.940
Buriticupu,MA,56.896
Buritirana,MA,13.157
Cachoeira Grande,MA,10.004
Cajapió,MA,10.342
Cajari,MA,16.711
Campestre do Maranhão,MA,12.553
Cândido Mendes,MA,20.413
Cantanhede,MA,24.976
Capinzal do Norte,MA,11.664
Carolina,MA,24.606
Carutapera,MA,24.855
Caxias,MA,163.428
Cedral,MA,10.444
Central do Maranhão,MA,7.233
Centro do Guilherme,MA,12.668
Centro Novo do Maranhão,MA,16.529
Chapadinha,MA,84.202
Cidelândia,MA,13.152
Codó,MA,118.295
Coelho Neto,MA,42.918
Colinas,MA,41.745
Conceição do Lago-Açu,MA,15.264
Coroatá,MA,61.351
Cururupu,MA,32.608
Davinópolis,MA,14.788
Dom Pedro,MA,23.579
Duque Bacelar,MA,10.448
Esperantinópolis,MA,18.725
Estreito,MA,34.353
Feira Nova do Maranhão,MA,8.236
Fernando Falcão,MA,11.184
Formosa da Serra Negra,MA,18.133
Fortaleza dos Nogueiras,MA,12.951
Fortuna,MA,17.346
Godofredo Viana,MA,10.422
Gonçalves Dias,MA,17.579
Governador Archer,MA,10.472
Governador Edison Lobão,MA,18.908
Governador Eugênio Barros,MA,14.258
Governador Luiz Rocha,MA,7.219
Governador Newton Bello,MA,10.981
Governador Nunes Freire,MA,23.563
Graça Aranha,MA,6.161
Grajaú,MA,76.578
Guimarães,MA,10.470
Humberto de Campos,MA,26.546
Icatu,MA,25.332
Igarapé do Meio,MA,14.350
Igarapé Grande,MA,10.463
Imperatriz,MA,285.146
Itaipava do Grajaú,MA,14.143
Itapecuru Mirim,MA,62.269
Itinga do Maranhão,MA,22.934
Jatobá,MA,7.610
Jenipapo dos Vieiras,MA,17.499
João Lisboa,MA,25.287
Joselândia,MA,15.235
Junco do Maranhão,MA,5.275
Lago da Pedra,MA,45.875
Lago do Junco,MA,9.700
Lago Verde,MA,15.077
Lagoa do Mato,MA,10.809
Lago dos Rodrigues,MA,8.961
Lagoa Grande do Maranhão,MA,11.710
Lajeado Novo,MA,7.227
Lima Campos,MA,11.558
Loreto,MA,11.876
Luís Domingues,MA,7.351
Magalhães de Almeida,MA,14.001
Maracaçumé,MA,21.686
Marajá do Sena,MA,7.165
Maranhãozinho,MA,14.086
Mata Roma,MA,17.537
Matinha,MA,22.530
Matões,MA,33.300
Matões do Norte,MA,17.945
Milagres do Maranhão,MA,9.048
Mirador,MA,21.518
Miranda do Norte,MA,24.377
Mirinzal,MA,14.297
Monção,MA,28.606
Montes Altos,MA,9.309
Morros,MA,18.994
Nina Rodrigues,MA,14.551
Nova Colinas,MA,5.144
Nova Iorque,MA,4.412
Nova Olinda do Maranhão,MA,14.468
Olho d'Água das Cunhãs,MA,18.295
Olinda Nova do Maranhão,MA,13.909
Paço do Lumiar,MA,152.306
Palmeirândia,MA,21.606
Paraibano,MA,18.619
Parnarama,MA,32.256
Passagem Franca,MA,17.592
Pastos Bons,MA,19.246
Paulino Neves,MA,17.523
Paulo Ramos,MA,20.792
Pedreiras,MA,38.267
Pedro do Rosário,MA,24.917
Penalva,MA,33.534
Peri Mirim,MA,11.277
Peritoró,MA,20.910
Pindaré-Mirim,MA,32.521
Pinheiro,MA,87.919
Pio XII,MA,22.369
Pirapemas,MA,18.120
Poção de Pedras,MA,17.444
Porto Franco,MA,24.517
Porto Rico do Maranhão,MA,6.091
Presidente Dutra,MA,46.578
Presidente Juscelino,MA,11.616
Presidente Médici,MA,4.748
Presidente Sarney,MA,17.913
Presidente Vargas,MA,10.791
Primeira Cruz,MA,13.922
Raposa,MA,32.054
Riachão,MA,22.699
Ribamar Fiquene,MA,7.597
Rosário,MA,39.763
Sambaíba,MA,5.701
Santa Filomena do Maranhão,MA,6.839
Santa Helena,MA,43.112
Santa Inês,MA,88.167
Santa Luzia,MA,59.037
Santa Luzia do Paruá,MA,24.870
Santa Quitéria do Maranhão,MA,24.489
Santa Rita,MA,38.446
Santana do Maranhão,MA,10.777
Santo Amaro do Maranhão,MA,14.280
Santo Antônio dos Lopes,MA,14.623
São Benedito do Rio Preto,MA,18.793
São Bento,MA,48.036
São Bernardo,MA,27.887
São Domingos do Azeitão,MA,8.213
São Domingos do Maranhão,MA,35.221
São Félix de Balsas,MA,4.495
São Francisco do Brejão,MA,9.222
São Francisco do Maranhão,MA,12.353
São João Batista,MA,18.909
São João do Carú,MA,12.421
São João do Paraíso,MA,10.105
São João do Soter,MA,17.254
São João dos Patos,MA,25.891
São José de Ribamar,MA,257.414
São José dos Basílios,MA,7.102
São Luís,MA,1.088.057
São Luís Gonzaga do Maranhão,MA,18.153
São Mateus do Maranhão,MA,40.160
São Pedro da Água Branca,MA,14.736
São Pedro dos Crentes,MA,5.965
São Raimundo das Mangabeiras,MA,19.129
São Raimundo do Doca Bezerra,MA,5.767
São Roberto,MA,4.602
São Vicente Ferrer,MA,19.885
Satubinha,MA,8.880
Senador Alexandre Costa,MA,10.445
Senador La Rocque,MA,15.035
Serrano do Maranhão,MA,10.461
Sítio Novo,MA,17.457
Sucupira do Norte,MA,10.471
Sucupira do Riachão,MA,5.088
Tasso Fragoso,MA,9.106
Timbiras,MA,27.344
Timon,MA,182.241
Trizidela do Vale,MA,23.052
Tufilândia,MA,5.633
Tuntum,MA,37.401
Turiaçu,MA,38.905
Turilândia,MA,33.032
Tutóia,MA,55.041
Urbano Santos,MA,34.060
Vargem Grande,MA,44.540
Viana,MA,53.115
Vila Nova dos Martírios,MA,10.575
Vitória do Mearim,MA,31.851
Vitorino Freire,MA,31.906
Zé Doca,MA,41.943
Acauã,PI,6.515
Agricolândia,PI,5.023
Água Branca,PI,18.033
Alagoinha do Piauí,PI,6.901
Alegrete do Piauí,PI,4.713
Alto Longá,PI,13.734
Altos,PI,49.637
Alvorada do Gurguéia,PI,5.459
Amarante,PI,17.577
Angical do Piauí,PI,6.982
Anísio de Abreu,PI,9.631
Antônio Almeida,PI,3.228
Aroazes,PI,5.433
Aroeiras do Itaim,PI,2.766
Arraial,PI,4.593
Assunção do Piauí,PI,7.597
Avelino Lopes,PI,11.106
Baixa Grande do Ribeiro,PI,13.838
Barra D'Alcântara,PI,4.091
Barras,PI,49.533
Barreiras do Piauí,PI,3.334
Barro Duro,PI,6.744
Batalha,PI,27.123
Bela Vista do Piauí,PI,4.208
Belém do Piauí,PI,3.508
Beneditinos,PI,10.104
Bertolínia,PI,5.701
Betânia do Piauí,PI,6.368
Boa Hora,PI,7.108
Bocaina,PI,4.131
Bom Jesus,PI,30.321
Bom Princípio do Piauí,PI,5.786
Bonfim do Piauí,PI,6.089
Boqueirão do Piauí,PI,6.728
Brasileira,PI,8.658
Brejo do Piauí,PI,3.969
Buriti dos Lopes,PI,20.096
Buriti dos Montes,PI,7.538
Cabeceiras do Piauí,PI,10.449
Cajazeiras do Piauí,PI,3.146
Cajueiro da Praia,PI,8.203
Caldeirão Grande do Piauí,PI,5.605
Campinas do Piauí,PI,4.988
Campo Alegre do Fidalgo,PI,4.701
Campo Grande do Piauí,PI,6.188
Campo Largo do Piauí,PI,7.636
Campo Maior,PI,47.074
Canavieira,PI,3.429
Canto do Buriti,PI,19.669
Capitão de Campos,PI,11.347
Capitão Gervásio Oliveira,PI,4.065
Caracol,PI,10.538
Caraúbas do Piauí,PI,5.755
Caridade do Piauí,PI,5.162
Castelo do Piauí,PI,19.663
Caxingó,PI,5.657
Cocal,PI,29.209
Cocal de Telha,PI,5.034
Cocal dos Alves,PI,6.569
Coivaras,PI,4.233
Colônia do Gurguéia,PI,6.287
Colônia do Piauí,PI,7.088
Conceição do Canindé,PI,5.063
Coronel José Dias,PI,4.305
Corrente,PI,28.275
Cristalândia do Piauí,PI,7.454
Cristino Castro,PI,10.772
Curimatá,PI,11.552
Currais,PI,4.968
Curralinhos,PI,4.527
Curral Novo do Piauí,PI,5.185
Demerval Lobão,PI,16.998
Dirceu Arcoverde,PI,7.238
Dom Expedito Lopes,PI,6.421
Domingos Mourão,PI,4.138
Dom Inocêncio,PI,9.335
Elesbão Veloso,PI,13.786
Eliseu Martins,PI,4.435
Esperantina,PI,42.510
Fartura do Piauí,PI,5.414
Flores do Piauí,PI,4.508
Floresta do Piauí,PI,2.364
Floriano,PI,64.150
Francinópolis,PI,4.517
Francisco Ayres,PI,4.494
Francisco Macedo,PI,2.986
Francisco Santos,PI,8.366
Fronteiras,PI,10.382
Geminiano,PI,5.587
Gilbués,PI,11.166
Guadalupe,PI,10.478
Guaribas,PI,4.350
Hugo Napoleão,PI,3.562
Ilha Grande,PI,9.501
Inhuma,PI,15.259
Ipiranga do Piauí,PI,9.620
Isaías Coelho,PI,7.886
Itainópolis,PI,10.980
Itaueira,PI,10.493
Jacobina do Piauí,PI,5.715
Jaicós,PI,17.811
Jardim do Mulato,PI,4.251
Jatobá do Piauí,PI,4.568
Jerumenha,PI,4.600
João Costa,PI,3.031
Joaquim Pires,PI,14.175
Joca Marques,PI,5.535
José de Freitas,PI,44.391
Juazeiro do Piauí,PI,5.311
Júlio Borges,PI,5.499
Jurema,PI,4.505
Lagoinha do Piauí,PI,3.029
Lagoa Alegre,PI,8.449
Lagoa do Barro do Piauí,PI,5.146
Lagoa de São Francisco,PI,6.449
Lagoa do Piauí,PI,5.009
Lagoa do Sítio,PI,4.575
Landri Sales,PI,5.311
Luís Correia,PI,31.775
Luzilândia,PI,26.204
Madeiro,PI,8.218
Manoel Emídio,PI,5.314
Marcolândia,PI,8.783
Marcos Parente,PI,4.848
Massapê do Piauí,PI,5.215
Matias Olímpio,PI,10.875
Miguel Alves,PI,33.071
Miguel Leão,PI,1.352
Milton Brandão,PI,6.678
Monsenhor Gil,PI,10.455
Monsenhor Hipólito,PI,7.751
Monte Alegre do Piauí,PI,10.910
Morro Cabeça no Tempo,PI,4.458
Morro do Chapéu do Piauí,PI,6.547
Murici dos Portelas,PI,10.139
Nazaré do Piauí,PI,6.729
Nazária,PI,10.706
Nossa Senhora de Nazaré,PI,5.406
Nossa Senhora dos Remédios,PI,8.732
Novo Oriente do Piauí,PI,6.178
Novo Santo Antônio,PI,2.886
Oeiras,PI,39.545
Olho D'Água do Piauí,PI,2.725
Padre Marcos,PI,6.481
Paes Landim,PI,4.174
Pajeú do Piauí,PI,3.041
Palmeira do Piauí,PI,5.048
Palmeirais,PI,13.480
Paquetá,PI,3.878
Parnaguá,PI,10.289
Parnaíba,PI,169.552
Passagem Franca do Piauí,PI,4.220
Patos do Piauí,PI,5.461
Pau D'Arco do Piauí,PI,3.972
Paulistana,PI,21.601
Pavussu,PI,3.698
Pedro II,PI,39.039
Pedro Laurentino,PI,2.514
Nova Santa Rita,PI,4.147
Picos,PI,86.228
Pimenteiras,PI,11.528
Pio IX,PI,17.947
Piracuruca,PI,29.849
Piripiri,PI,67.676
Porto,PI,12.312
Porto Alegre do Piauí,PI,2.391
Prata do Piauí,PI,3.098
Queimada Nova,PI,8.936
Redenção do Gurguéia,PI,8.563
Regeneração,PI,17.418
Riacho Frio,PI,4.241
Ribeira do Piauí,PI,4.114
Ribeiro Gonçalves,PI,6.215
Rio Grande do Piauí,PI,5.868
Santa Cruz do Piauí,PI,5.928
Santa Cruz dos Milagres,PI,3.466
Santa Filomena,PI,6.209
Santa Luz,PI,5.425
Santana do Piauí,PI,4.174
Santa Rosa do Piauí,PI,4.690
Santo Antônio de Lisboa,PI,5.938
Santo Antônio dos Milagres,PI,2.189
Santo Inácio do Piauí,PI,3.719
São Braz do Piauí,PI,4.451
São Félix do Piauí,PI,2.885
São Francisco de Assis do Piauí,PI,5.703
São Francisco do Piauí,PI,5.404
São Gonçalo do Gurguéia,PI,3.019
São Gonçalo do Piauí,PI,4.944
São João da Canabrava,PI,4.306
São João da Fronteira,PI,5.615
São João da Serra,PI,6.233
São João da Varjota,PI,4.443
São João do Arraial,PI,8.443
São João do Piauí,PI,22.036
São José do Divino,PI,4.906
São José do Peixe,PI,3.320
São José do Piauí,PI,6.732
São Julião,PI,6.135
São Lourenço do Piauí,PI,4.497
São Luis do Piauí,PI,2.329
São Miguel da Baixa Grande,PI,2.304
São Miguel do Fidalgo,PI,2.870
São Miguel do Tapuio,PI,17.902
São Pedro do Piauí,PI,14.046
São Raimundo Nonato,PI,40.784
Sebastião Barros,PI,3.228
Sebastião Leal,PI,4.572
Sigefredo Pacheco,PI,9.631
Simões,PI,14.650
Simplício Mendes,PI,14.342
Socorro do Piauí,PI,4.184
Sussuapara,PI,6.345
Tamboril do Piauí,PI,3.029
Tanque do Piauí,PI,2.330
Teresina,PI,902.644
União,PI,47.707
Uruçuí,PI,26.501
Valença do Piauí,PI,22.920
Várzea Branca,PI,5.173
Várzea Grande,PI,4.515
Vera Mendes,PI,3.271
Vila Nova do Piauí,PI,2.979
Wall Ferraz,PI,4.117
Abaiara,CE,10.282
Acarape,CE,14.306
Acaraú,CE,68.758
Acopiara,CE,46.215
Aiuaba,CE,14.220
Alcântaras,CE,11.754
Altaneira,CE,6.970
Alto Santo,CE,14.418
Amontada,CE,44.342
Antonina do Norte,CE,7.484
Apuiarés,CE,13.219
Aquiraz,CE,84.737
Aracati,CE,78.752
